Sentence,NER
what classic 1947 film prominently featured the macy s department store as an integral part of the storyline,"{'Genre': ['classic'], 'Year': ['1947'], 'Plot': ['macy s department store']}"
this 1978 george romero zombie classic was revisited in 2004 this time directed by zack snyder,"{'Year': ['1978', '2004'], 'Director': ['george romero', 'zack snyder'], 'Genre': ['zombie classic']}"
i am thinking of a comedic film that stars nia vardalos as a woman whose upcoming nuptials causes her and her family a great deal of stress,"{'Genre': ['comedic'], 'Actor': ['nia vardalos'], 'Plot': ['a woman whose upcoming nuptials causes her and her family a great deal of stress']}"
this movie starring russel crowe is based on the life of john nash a nobel laureate in economics,"{'Actor': ['russel crowe'], 'Plot': ['the life of john nash a nobel laureate in economics']}"
in this film do n t steal milton s stapler or he just might make good on his threat to burn the building down,"{'Plot': ['do n t steal milton s stapler', 'threat to burn', 'building down']}"
this 1946 movie typically shown during christmas time is based on a short story called the greatest gift,"{'Year': ['1946'], 'Origin': ['based on a short story called the greatest gift']}"
in what movie does bruce willis travel to the past to investigate how a deadly virus killed most of mankind,"{'Actor': ['bruce willis'], 'Plot': ['travel to the past to investigate how a deadly virus killed most of mankind']}"
what oscar winning peter jackson directed film concluded the saga of frodo baggin s quest to vanquish evil from middle earth,"{'Award': ['oscar'], 'Director': ['peter jackson'], 'Plot': ['concluded the saga of frodo baggin s quest to vanquish evil from middle earth']}"
i am thinking of the classic children s film based on the novel by l frank baum that tells the story of a young girl in a far away land who tries to get back home,"{'Genre': ['classic children'], 'Origin': ['novel by l frank baum'], 'Plot': ['tells the story of a young girl in a far away land who tries to get back home']}"
the movie stars channing tatum and rachel mcadams based on a sparks novel,"{'Actor': ['channing tatum', 'rachel mcadams'], 'Origin': ['based on a sparks novel']}"
this movie is daniel craig s third movie in which he stars as agent james bond,"{'Actor': ['daniel craig'], 'Character_Name': ['james bond']}"
what is the futuristic 2012 movie about a cop tracking down a gang of reality drug dealers,"{'Genre': ['futuristic'], 'Year': ['2012'], 'Plot': ['a cop tracking down a gang of reality drug dealers']}"
roddy mcdowall starred in this 1943 film about a boy given a horse to raise,"{'Actor': ['roddy mcdowall'], 'Year': ['1943'], 'Plot': ['a boy given a horse to raise']}"
what is that 2008 british drama film directed by danny boyle about an indian teenager who is playing who wants to be a millionaire,"{'Year': ['2008'], 'Genre': ['british drama'], 'Director': ['danny boyle'], 'Plot': ['indian teenager who is playing who wants to be a millionaire']}"
what is the movie about a convict who gets released from prison and sets about terrorizing the da who put him away,{'Plot': ['convict who gets released from prison and sets about terrorizing the da who put him away']}
bette davis paul henreid and claude rains starred in this 1942 romantic film,"{'Actor': ['bette davis paul henreid', 'claude rains'], 'Year': ['1942'], 'Genre': ['romantic']}"
what 2012 film the fourth in a series starred kathryn mccormick from the show so you think you can dance,"{'Year': ['2012'], 'Relationship': ['fourth'], 'Actor': ['kathryn mccormick']}"
in what movie does kevin costner as elliot ness team up with sean connery to take down al capone played by robert de niro,"{'Actor': ['kevin costner', 'sean connery', 'robert de niro'], 'Character_Name': ['elliot ness', 'al capone']}"
which american 1984 rock and roll musical mock documentary directed by rob reiner is about the fictional heavy metal music band,"{'Year': ['1984'], 'Genre': ['musical mock documentary'], 'Director': ['rob reiner'], 'Plot': ['the fictional heavy metal music band']}"
a mean girls for adult woman this 2011 comedy has jamie lee curtis signorney weaver kristen bell and betty white against each other in a war of she said she said,"{'Plot': ['mean girls for adult woman', 'against each other in a war of she said she said'], 'Year': ['2011'], 'Genre': ['comedy'], 'Actor': ['jamie lee curtis signorney weaver kristen bell', 'betty white']}"
what musical tells the story of a family living in missouri at the time of the louisiana purchase exposition world s fair in 1904,"{'Genre': ['musical'], 'Plot': ['the story of a family living in missouri at the time of the louisiana purchase exposition world s fair in 1904']}"
what is the film where robert deniro who befriends a prostitute and plots to kill a presidential candidate,"{'Actor': ['robert deniro'], 'Plot': ['befriends a prostitute and plots to kill a presidential candidate']}"
what akira kurosawa film is built around multiple tellings of a violent rape in the japanese countryside,"{'Director': ['akira kurosawa'], 'Plot': ['multiple tellings of a violent rape in the japanese countryside']}"
what is the movie that contains many different savannah animals especially lions and is produced by disney,{'Director': ['disney']}
what 2010 movie directed by darren aronofsky had the main character portrayed by natalie portman descending into madness,"{'Year': ['2010'], 'Director': ['darren aronofsky'], 'Actor': ['natalie portman'], 'Plot': ['descending into madness']}"
what was the name of the cartoon about a male and female wolf breaking pack rules to fall in love,"{'Genre': ['cartoon'], 'Plot': ['male and female wolf breaking pack rules to fall in love']}"
what steven speilberg film stars liam neeson as a savior to group of jews during the nazi holocaust,"{'Director': ['steven speilberg'], 'Actor': ['liam neeson'], 'Plot': ['a savior to group of jews during the nazi holocaust']}"
john ford directed this western in which james stewart is credited with killing a notorious gunman actually shot by john wayne,"{'Director': ['john ford'], 'Genre': ['western'], 'Actor': ['james stewart'], 'Plot': ['credited with killing a notorious gunman actually shot by john wayne']}"
what is the disney animated movie stars john c reilly as a villain who wants to be a hero,"{'Genre': ['disney animated'], 'Actor': ['john c reilly'], 'Plot': ['villain who wants to be a hero']}"
this political satire is a favorite among fans of the marx brothers it contains many of groucho marx most famous one liners,"{'Genre': ['political satire'], 'Opinion': ['favorite among fans of the', 'most famous'], 'Actor': ['marx brothers', 'groucho marx']}"
i am thinking of the alfred hitchcock classic film about a group of people who attempt to survive an animal attack on a seaside town,"{'Director': ['alfred hitchcock'], 'Genre': ['classic'], 'Plot': ['a group of people who attempt to survive an animal attack on a seaside town']}"
what is the name of the movie that features bruce willis as a retired agent who must get his old comrades back into the spy world to save the day,"{'Actor': ['bruce willis'], 'Plot': ['a retired agent who must get his old comrades back into the spy world to save the day']}"
find me a romantic and funny movie that has adam sandler and katie holmes playing in it,"{'Genre': ['romantic', 'funny'], 'Actor': ['adam sandler', 'katie holmes']}"
what 1993 film was shot in black and white for more dramatic effect,{'Year': ['1993']}
david bowie starred as the goblin king in this 1986 jim henson fantasy adventure musical,"{'Actor': ['david bowie'], 'Character_Name': ['goblin king'], 'Year': ['1986'], 'Director': ['jim henson'], 'Genre': ['fantasy adventure musical']}"
what is that 2011 supernatural film that is the fifth installment in a series of films about characters that are trying to outwit death,"{'Year': ['2011'], 'Genre': ['supernatural'], 'Relationship': ['fifth installment in a series of films'], 'Plot': ['characters that are trying to outwit death']}"
what s the name of the swedish movie about three sisters paying their respects to the fourth sister who is dying,"{'Genre': ['swedish'], 'Plot': ['three sisters paying their respects to the fourth sister who is dying']}"
what is the name of the movie that corresponds with god giving moses something at the top of a mountain,{'Plot': ['corresponds with god giving moses something at the top of a mountain']}
director john carpenter sets the stage for the modern day horror movie in this cult classic,"{'Director': ['john carpenter'], 'Genre': ['horror', 'cult classic']}"
this disney classic is about a castaway and a pretty princess that fall in love,"{'Genre': ['disney classic'], 'Plot': ['castaway and a pretty princess that fall in love']}"
this movie had the famous line release the krackens and showed the murder of medusa,{'Quote': ['release the krackens']}
what s the musical comedy that takes place in the world of hair metal in the 1980 s,"{'Genre': ['musical comedy'], 'Plot': ['takes place in the world of hair metal in the 1980 s']}"
what is the name of this sequel that brings back michael douglas to the heart of the financial district,"{'Relationship': ['sequel'], 'Actor': ['michael douglas'], 'Plot': ['the heart of the financial district']}"
this classic film was produced by spielberg and is an emotional story about an alien and young boy,"{'Opinion': ['classic'], 'Director': ['spielberg'], 'Plot': ['emotional story about an alien and young boy']}"
what is the 1995 movie starring meg ryan and kevin kline as mismatched love interests,"{'Year': ['1995'], 'Actor': ['meg ryan', 'kevin kline'], 'Plot': ['mismatched love interests']}"
what 2010 documentary feature about street art was directed by mysterious and reclusive british artist banksy,"{'Year': ['2010'], 'Genre': ['documentary'], 'Plot': ['street art'], 'Opinion': ['mysterious', 'reclusive'], 'Director': ['banksy']}"
a man make himself a puppet for a son and tell him if he lies his nose will grow,{'Plot': ['a man make himself a puppet for a son and tell him if he lies his nose will grow']}
what was that movie with gene hackman about a indiana high school basketball team that wins the championship,"{'Actor': ['gene hackman'], 'Plot': ['a indiana high school basketball team that wins the championship']}"
in this sequel sly stallone teams up with other aging action stars as a band of merceneries,"{'Actor': ['sly stallone'], 'Plot': ['teams up with other aging action stars as a band of merceneries']}"
i m thinking of a romantic tragic movie in which leonardo dicaprio and claire danes star,"{'Genre': ['romantic tragic'], 'Actor': ['leonardo dicaprio', 'claire danes']}"
what s the name of the biopic loosely based on the life of the founder of facebook,"{'Genre': ['biopic'], 'Plot': ['based on the life of the founder of facebook']}"
what movie is based on actual events about three brothers in the prohibition era starring tom hardy,"{'Origin': ['based on actual events about'], 'Plot': ['three brothers in the prohibition era'], 'Actor': ['tom hardy']}"
what is this dystopian future film in which a horrible english boy is changed by the government,"{'Genre': ['dystopian future film'], 'Plot': ['a horrible english boy is changed by the government']}"
what is that 2010 british historical film about a king that has a debilitating stutter and shows the process by which he tries to overcome it,"{'Year': ['2010'], 'Genre': ['british historical film'], 'Plot': ['a king that has a debilitating stutter and shows the process by which he tries to overcome it']}"
john travolta plays the main characters mother in this remake of the 1988 john waters film,"{'Actor': ['john travolta'], 'Relationship': ['remake of the 1988 john waters film']}"
this classic movie starring kevin bacon was about a small town trying to remain pure against the temptations of dance,"{'Opinion': ['classic'], 'Actor': ['kevin bacon'], 'Plot': ['a small town trying to remain pure against the temptations of dance']}"
i am thinking of the classic 80 s wes craven horror film that stars johnny depp as an early victim of a serial killer who was previously burned to death but who can still harm his intended victims while they sleep,"{'Genre': ['classic', 'horror'], 'Year': ['80 s'], 'Director': ['craven'], 'Actor': ['johnny depp'], 'Plot': ['an early victim of a serial killer who was previously burned to death but who can still harm his intended victims while they sleep']}"
the title of this film translated into english means the good life released in 1960 this film tells the story of a journalist s week in rome what is the name of this film,"{'Year': ['1960'], 'Plot': ['the story of a journalist s week in rome']}"
what animated feature film stars john c reilly as a video game villain who longs to be a hero,"{'Genre': ['animated'], 'Actor': ['john c reilly'], 'Plot': ['video game villain who longs to be a hero']}"
ralph fiennes stars as a man who is convinced to cheat on a 1950 s game show in this drama about the nature of television and entertainment,"{'Actor': ['ralph fiennes'], 'Plot': ['a man who is convinced to cheat on a 1950 s game show'], 'Genre': ['drama']}"
what is the name of the movie that has two best friends who also happen to be spies fall in love with the same girl,{'Plot': ['two best friends who also happen to be spies fall in love with the same girl']}
what s the comedy with jim carey who plays a con man and a prison escapee,"{'Genre': ['comedy'], 'Actor': ['jim carey'], 'Plot': ['a con man and a prison escapee']}"
what is the 1964 james bond film starring sean connery based on the novel of the same name by ian fleming,"{'Year': ['1964'], 'Character_Name': ['james bond'], 'Actor': ['sean connery'], 'Origin': ['based on the novel of the same name by ian fleming']}"
sean connery delves deep into action and adventure in this movie while investigating a gold smuggling operation,"{'Actor': ['sean connery'], 'Genre': ['action', 'adventure'], 'Plot': ['while investigating a gold smuggling operation']}"
what s the name of a movie where the protagonist is in a world with intelligent animals,{'Plot': ['the protagonist is in a world with intelligent animals']}
which movie follows kyle machlachlan as he attempts to solve the mystery of a human ear found in a field,"{'Character_Name': ['kyle machlachlan'], 'Plot': ['he attempts to solve the mystery of a human ear found in a field']}"
which movie is about a doctor in england who takes an interest in a deformed man,{'Plot': ['a doctor in england who takes an interest in a deformed man']}
i am thinking of a classic piece of literature by harper lee turned into a movie,{'Origin': ['classic piece of literature by harper lee']}
this steven spielberg film is based on a true story about a german who saved jews during world war ii by employing them in his factory,"{'Director': ['steven spielberg'], 'Plot': ['on a true story about a german who saved jews during world war ii by employing them in his factory']}"
name the film that starred johnny depp as a freak with scissors as hands,"{'Actor': ['johnny depp'], 'Plot': ['a freak with scissors as hands']}"
what is that 2011 comedy film directed by cameron crowe and starring matt damon as a family man that buys a zoo,"{'Year': ['2011'], 'Genre': ['comedy'], 'Director': ['cameron crowe'], 'Actor': ['matt damon'], 'Plot': ['a family man that buys a zoo']}"
based on the tennessee williams play this story of a fragile woman named blanche dubois who moves in with her sister and brother in law and watches reality disappear,"{'Origin': ['based on the tennessee williams play'], 'Plot': ['a fragile woman named', 'who moves in with her sister and brother in law and watches reality disappear'], 'Character_Name': ['blanche dubois']}"
what 1940 western stars errol flynn as an union soldier who escapes from an confederate prison,"{'Year': ['1940'], 'Genre': ['western'], 'Actor': ['errol flynn'], 'Plot': ['as an union soldier who escapes from an confederate prison']}"
what is the name of the movie that includes aliens named optimus prime and bumblebee that came out in 2011,"{'Character_Name': ['optimus prime', 'bumblebee'], 'Year': ['2011']}"
based on one of the most popular marvel comic books this movie depicts the start of a brilliant professor s group of gifted youngsters,"{'Origin': ['most popular marvel comic books'], 'Plot': ['depicts the start of a brilliant professor s group of gifted youngsters']}"
what 1968 stanley kubrick movie features the s s discovery and hal 9000 an onboard computer,"{'Year': ['1968'], 'Director': ['stanley kubrick'], 'Plot': ['the s s discovery and hal 9000 an onboard computer']}"
what s the movie where god decided to send angels to destroy humanity and it s up to small group in a cafe to save the world,{'Plot': ['god decided to send angels to destroy humanity and it s up to small group in a cafe to save the world']}
daniel craig and rooney mara search for a woman missing for forty years in what 2011 film,"{'Actor': ['daniel craig', 'rooney mara'], 'Plot': ['search for a woman missing for forty years'], 'Year': ['2011']}"
reunited by the death of a college friend three divorced women seek revenge on the husbands who left them for younger women in this 1996 movie,"{'Plot': ['reunited by the death of a college friend three divorced women seek revenge on the husbands who left them for younger women'], 'Year': ['1996']}"
what 2011 movie features justin timberlake and amanda seyfried in a future where people stop aging at 25,"{'Year': ['2011'], 'Actor': ['justin timberlake', 'amanda seyfried'], 'Plot': ['in a future where people stop aging at 25']}"
in this 1933 movie an ape climbs to the top of the empire state building,"{'Year': ['1933'], 'Plot': ['ape climbs to the top of the empire state building']}"
what is the name of that old movie directed by martin scorsese and starring robert de niro which is about a boxer,"{'Director': ['martin scorsese'], 'Actor': ['robert de niro'], 'Plot': ['about a boxer']}"
this horror movie has a masked killer that goes on a killing rampage and wants to kill his sister,"{'Genre': ['horror'], 'Plot': ['a masked killer that goes on a killing rampage and wants to kill his sister']}"
i m thinking of a 1988 american fantasy comedy film directed by robert zemeckis and released by touchstone pictures,"{'Year': ['1988'], 'Genre': ['american fantasy comedy'], 'Director': ['robert zemeckis']}"
james franco stars as a man trying to save his aging father from alzheimer s develops an experimental drug and tries it out on a chimpanzee first,"{'Actor': ['james franco'], 'Plot': ['man trying to save his aging father from alzheimer s develops an experimental drug and tries it out on a chimpanzee first']}"
what s the surreal italian film which is about the decadent lifestyle of the rich and famous,"{'Genre': ['italian'], 'Plot': ['the decadent lifestyle of the rich and famous']}"
i m thinking of a movie that is like the 300 spartans and involves during the ancient times,{}
this movie stars steve carell and tina fey and a case of mistaken identity turns a bored married couple s attempt at a romantic evening into something more thrilling and dangerous,"{'Actor': ['steve carell', 'tina fey'], 'Plot': ['a case of mistaken identity turns a bored married couple s attempt at a romantic evening into something more thrilling and dangerous']}"
i am thinking of the 80 s classic fantasy film that tells the intertwined story of an ordinary boy named bastian and a warrior boy named atreyu,"{'Year': ['80 s'], 'Genre': ['classic fantasy'], 'Plot': ['intertwined story of an ordinary boy', 'and a warrior boy'], 'Character_Name': ['bastian', 'atreyu']}"
what is the name of the movie in which a group of criminals begin to suspect that one of them is a police informant after a simple jewelery heist goes terribly wrong,{'Plot': ['a group of criminals begin to suspect that one of them is a police informant after a simple jewelery heist goes terribly wrong']}
the chevy chase movie where he takes his family to renew his marriage vows in nevada,"{'Actor': ['chevy chase'], 'Plot': ['where he takes his family to renew his marriage vows in nevada']}"
what is the 1995 american neo noir film directed by quentin tarantino and featuring a breakout role by kevin spacey as roger kint,"{'Year': ['1995'], 'Genre': ['american neo noir'], 'Director': ['quentin tarantino'], 'Actor': ['kevin spacey'], 'Character_Name': ['roger kint']}"
this remake of the classic animated movie has a soundtrack written by avril lavigne about a girl who falls down a rabbit hole,"{'Relationship': ['classic animated movie'], 'Soundtrack': ['by avril lavigne'], 'Plot': ['girl who falls down a rabbit hole']}"
what is the name of the movie starring samuel jackson and busta rhymes about a cop that uses his own methods to bring down a criminal,"{'Actor': ['samuel jackson', 'busta rhymes'], 'Plot': ['a cop that uses his own methods to bring down a criminal']}"
what is this 1982 movie starring sean penn featuring high school kids growing up very fast,"{'Year': ['1982'], 'Actor': ['sean penn'], 'Plot': ['high school kids growing up very fast']}"
what is the movie of a woman that writes a book on the hardships of what african american maid s go through,{'Plot': ['woman that writes a book on the hardships of what african american maid s go through']}
what horror thriller film stars bruce willis and a little boy who can see ghosts,"{'Genre': ['horror thriller'], 'Actor': ['bruce willis'], 'Plot': ['a little boy who can see ghosts']}"
i m thinking of a romantic comedy starring drew barrymore where she falls for a guy but complications arise when she has to move across the country,"{'Genre': ['romantic comedy'], 'Actor': ['drew barrymore'], 'Plot': ['she falls for a guy but complications arise when she has to move across the country']}"
what classic film features a girl from kansas and her dog in a land where she must kill a wicked witch,"{'Genre': ['classic'], 'Plot': ['a girl from kansas and her dog in a land where she must kill a wicked witch']}"
what s the movie with drew barrymore about a rescue mission to free whales trapped under ice,"{'Actor': ['drew barrymore'], 'Plot': ['a rescue mission to free whales trapped under ice']}"
i m trying to remember the 1930 s movie with william powell about nick and nora charles a detective and his wife who solve crimes,"{'Year': ['1930 s'], 'Actor': ['william powell'], 'Plot': ['about', 'and', 'a detective and his wife who solve crimes'], 'Character_Name': ['nick', 'nora charles']}"
disney animators set pictures to western classical music as leopold stokowski conducts the philadelphia orchestra in this 1940 classic,"{'Genre': ['disney', 'classic'], 'Year': ['1940']}"
this movie is a continuation of a very popular show showing high school students pursuing their singing dreams,"{'Relationship': ['continuation of a very popular show'], 'Plot': ['high school students pursuing their singing dreams']}"
i am thinking of the classic billy wilder film noir that stars barbara stanwyck as a woman who wants her husband dead and fred macmurray as the insurance agent who plans to help her kill him,"{'Genre': ['classic'], 'Director': ['billy wilder'], 'Actor': ['barbara stanwyck', 'fred macmurray'], 'Plot': ['woman who wants her husband dead and', 'as the insurance agent who plans to help her kill him']}"
what is the movie about robotic blue creatures that are made from humans to fight off enemies,{'Plot': ['robotic blue creatures that are made from humans to fight off enemies']}
lovely movie about a beautiful water spring and green shrubbery,"{'Opinion': ['lovely'], 'Plot': ['beautiful water spring and green shrubbery']}"
this is a film in which tom hanks is a cop who has to team up with a dog to catch a murderer,"{'Actor': ['tom hanks'], 'Plot': ['cop who has to team up with a dog to catch a murderer']}"
in what movie did snoopy and the peanuts gang learn the true meaning of the holidays by decorating a sad looking real tree,"{'Character_Name': ['snoopy', 'peanuts gang'], 'Plot': ['learn the true meaning of the holidays by decorating a sad looking real tree']}"
what is the name of that kurosawa film that is loosely based on shakespeare s macbeth,"{'Director': ['kurosawa'], 'Origin': ['loosely based on shakespeare s macbeth']}"
this movie features a group of young adults that take a tour of nuclear wasteland but they are in for a dramatic turn for the worst,{'Plot': ['a group of young adults that take a tour of nuclear wasteland but they are in for a dramatic turn for the worst']}
what is the 1946 movie about a kindhearted storyteller uncle remus tells a young boy stories about trickster br er rabbit who outwits br er fox and slow witted br er bear,"{'Year': ['1946'], 'Plot': ['a kindhearted storyteller', 'tells a young boy stories about trickster br er rabbit who outwits br er fox and slow witted br er bear'], 'Character_Name': ['uncle remus']}"
what is the name of the famous animated disney film about lions who rule the pride lands,"{'Opinion': ['famous'], 'Genre': ['animated'], 'Plot': ['lions who rule the pride lands']}"
what s the name of a pixar made film about a robot who travels the universe and ends up saving mankind,{'Plot': ['a robot who travels the universe and ends up saving mankind']}
what s the swedish film where the personalities of a nurse and an actress become blurred,"{'Genre': ['swedish film'], 'Plot': ['personalities of a nurse and an actress become blurred']}"
what is this is a 1970 american japanese war film that dramatises the japanese attack on pearl harbor,"{'Year': ['1970'], 'Genre': ['american japanese war film'], 'Plot': ['dramatises the japanese attack on pearl harbor']}"
what is the 2001 american animated fantasy comedy film about a gentle green monster voiced by mike myers,"{'Year': ['2001'], 'Genre': ['american animated fantasy comedy'], 'Plot': ['a gentle green monster'], 'Actor': ['mike myers']}"
what s the movie written by jay roach where employees are invited to dinner so their bosses can make fun of them,"{'Origin': ['written by jay roach'], 'Plot': ['employees are invited to dinner so their bosses can make fun of them']}"
to what animated 2001 disney pixar movie did john goodman and billy crystal lend their voices,"{'Genre': ['animated'], 'Year': ['2001'], 'Actor': ['john goodman', 'billy crystal']}"
what s the movie about a guy on fire who rides a motorcycle and must save the world,{'Plot': ['a guy on fire who rides a motorcycle and must save the world']}
this dramatic movie stars ben stiller featuring an immature man encountering a mid life crisis and moved cross country to find himself,"{'Genre': ['dramatic'], 'Actor': ['ben stiller'], 'Plot': ['an immature man encountering a mid life crisis and moved cross country to find himself']}"
which film set in new york city is about a case of mistaken identity that turns a bored married couple s attempt at a glamorous and romantic evening into something more thrilling and dangerous,"{'Plot': ['new york city', 'a case of mistaken identity that turns a bored married couple s attempt at a glamorous and romantic evening into something more thrilling and dangerous']}"
what is the 2011 american comedy film starring ed helms as a naive insurance agent living in wisconsin,"{'Year': ['2011'], 'Genre': ['american comedy'], 'Actor': ['ed helms'], 'Plot': ['a naive insurance agent living in wisconsin']}"
what is the 1930 movie about a soldier s disillusionment as he suffers through the horrors of war in world war i,"{'Year': ['1930'], 'Plot': ['a soldier s disillusionment as he suffers through the horrors of war in world war i']}"
a man gets vision of aliens and builds this mountain out of ingredients in his kitchen,{'Plot': ['a man gets vision of aliens and builds this mountain out of ingredients in his kitchen']}
what is that 2010 film starring jude law and forest whitaker and based on the novel repossession mambo by eric garcia,"{'Year': ['2010'], 'Actor': ['jude law', 'forest whitaker'], 'Origin': ['novel repossession mambo by eric garcia']}"
which c s lewis movie is it where the kids return to the magical world and have to take a ship across the sea in that world,"{'Origin': ['c s lewis'], 'Plot': ['kids return to the magical world and have to take a ship across the sea in that world']}"
what is that 2009 canadian science fiction thriller film starring starring adrien brody that deals with experiments in genetic engineering,"{'Year': ['2009'], 'Genre': ['canadian science fiction thriller'], 'Actor': ['adrien brody'], 'Plot': ['experiments in genetic engineering']}"
what is the name of the christmas movie starring jim carrey about a being who s heart is too small to love christmas,"{'Genre': ['christmas movie'], 'Actor': ['jim carrey'], 'Plot': ['about a being who s heart is too small to love christmas']}"
which dc comics movie tells the story of bruce wayne s transformation into batman and features the villain scarecrow,"{'Relationship': ['dc comics'], 'Character_Name': ['bruce wayne', 'batman', 'scarecrow'], 'Plot': ['transformation into', 'and features the villain']}"
in this 2010 animated disney movie gerard butler provides the voice of a viking on the island of berk,"{'Year': ['2010'], 'Genre': ['animated disney movie'], 'Actor': ['gerard butler'], 'Plot': ['viking on the island of berk']}"
i am thinking of the second installment in the film franchise based on the epic j r r tolkien fantasy novel,"{'Relationship': ['in the film franchise'], 'Genre': ['epic'], 'Origin': ['j r r tolkien fantasy novel']}"
in this 1990 martin scorsese movie robert de niro is one of the characters trying to work his way up in the mob,"{'Year': ['1990'], 'Director': ['martin scorsese'], 'Actor': ['robert de niro'], 'Plot': ['trying to work his way up in the mob']}"
what movie marks the second time johnny depp has starred in a film based on a book by hunter s thompson,"{'Actor': ['johnny depp'], 'Origin': ['based on a book by hunter s thompson']}"
what is the movie about a ship in space that sets down on a planet and runs into a strange creature that attaches itself to one of the crewman s face,{'Plot': ['ship in space that sets down on a planet and runs into a strange creature that attaches itself to one of the crewman s face']}
what was the movie where warren beatty played a well known gangster with a girlfriend who ended up getting killed in their car,"{'Actor': ['warren beatty'], 'Plot': ['a well known gangster with a girlfriend who ended up getting killed in their car']}"
what is that 1931 american romantic comedy film written directed and starring the late charlie chaplin,"{'Year': ['1931'], 'Genre': ['american romantic comedy'], 'Director': ['charlie chaplin']}"
what is the name of the great comedy with kareem abdul jabar in it and is about a jet,"{'Opinion': ['great'], 'Genre': ['comedy'], 'Actor': ['kareem abdul jabar'], 'Plot': ['about a jet']}"
what s the name of the movie where a young girl from kansas is transported to a magical fantasy land and finds her way home with the help of a group of its inhabitants,{'Plot': ['young girl from kansas is transported to a magical fantasy land and finds her way home with the help of a group of its inhabitants']}
what s the bill murray movie where he plays a weather man and his days repeat over and over again,"{'Actor': ['bill murray'], 'Plot': ['weather man', 'days repeat']}"
name the 2011 film based off the game in which the player who controls time,"{'Year': ['2011'], 'Plot': ['based off the game in which the player who controls time']}"
i am thinking of the steven spielberg modern classic about the lives of several characters touched by a ufo sighting,"{'Director': ['steven spielberg'], 'Genre': ['modern classic'], 'Plot': ['the lives of several characters touched by a ufo sighting']}"
in this fantastical drama kevin costner meets the ghosts of baseball past who instruct him to build a baseball diamond on his farm,"{'Opinion': ['fantastical'], 'Genre': ['drama'], 'Actor': ['kevin costner'], 'Plot': ['meets the ghosts of baseball past who instruct him to build a baseball diamond on his farm']}"
what is the comedy fantasy starring johnny depp as a vampire who is set free from imprisonment and returns to his home,"{'Genre': ['comedy fantasy'], 'Actor': ['johnny depp'], 'Plot': ['a vampire who is set free from imprisonment and returns to his home']}"
which disney animated classic features the budding romance between a spoiled cocker spaniel and a scruffy poor mutt from the other side of the tracks,"{'Genre': ['disney animated classic'], 'Plot': ['the budding romance between a spoiled cocker spaniel and a scruffy poor mutt from the other side of the tracks']}"
what s that 1984 slasher movie written and directed by wes craven starring some scary dude in a hat named freddie krueger,"{'Year': ['1984'], 'Genre': ['slasher'], 'Director': ['wes craven'], 'Plot': ['scary dude in a hat'], 'Character_Name': ['freddie krueger']}"
what movie based on a stephen king novel depicts a writer s slow descent into madness after becoming a caretaker of a hotel in the winter,"{'Origin': ['stephen king novel'], 'Plot': ['a writer s slow descent into madness after becoming a caretaker of a hotel in the winter']}"
which movie has joe pesci and sharon stone in a las vegas setting with lots of drama,"{'Actor': ['joe pesci', 'sharon stone'], 'Plot': ['las vegas setting with lots of drama']}"
the marshmallow goo was actually shaving cream that covered the actors at the end of this 1984 comedy,"{'Year': ['1984'], 'Genre': ['comedy']}"
what movie starring lee marvin and john cassavetes focuses on a rag tag group of american soldiers,"{'Actor': ['lee marvin', 'john cassavetes'], 'Plot': ['a rag tag group of american soldiers']}"
what is the movie where a girl takes some drugs and goes to a fantasy land with talking cats and rabbits called,{'Plot': ['a girl takes some drugs and goes to a fantasy land with talking cats and rabbits called']}
julia roberts stars as a married woman who realizes how unhappy her marriage really is and that her life needs to go in a different direction in this 2010 movie based on a bestseller,"{'Actor': ['julia roberts'], 'Plot': ['married woman who realizes how unhappy her marriage really is and that her life needs to go in a different direction'], 'Year': ['2010'], 'Origin': ['based on a bestseller']}"
this movie with christopher reeves as a chicago playwright using self hypnosis to find the actress whose portrait hangs in a grand hotel,"{'Actor': ['christopher reeves'], 'Plot': ['a chicago playwright using self hypnosis to find the actress whose portrait hangs in a grand hotel']}"
find me that 3 d animated movie with the red head girl as the main character,"{'Genre': ['animated'], 'Plot': ['red head girl as the main character']}"
what academy award winning horror classic directed by william freidkin chronicles a priest s attempts to save the soul of a possessed girl,"{'Award': ['academy award winning'], 'Genre': ['horror classic'], 'Director': ['william freidkin'], 'Plot': ['priest s attempts to save the soul of a possessed girl']}"
which 1980 american slasher film directed by sean s cunningham focuses on a killer in a hockey mask,"{'Year': ['1980'], 'Genre': ['american slasher film'], 'Director': ['sean s cunningham'], 'Plot': ['a killer in a hockey mask']}"
this 2011 political thriller about dirty politics during a presidential candidate was directed by one of its stars,"{'Year': ['2011'], 'Genre': ['political thriller'], 'Plot': ['dirty politics during a presidential candidate']}"
what movie stars jason segel and emily blunt and follows them from their proposal to their walk down the aisle,"{'Actor': ['jason segel', 'emily blunt'], 'Plot': ['follows them from their proposal to their walk down the aisle']}"
i am thinking of a film starring leonardo dicaprio and kate winslet as star crossed lovers who are passengers a doomed voyage,"{'Actor': ['leonardo dicaprio', 'kate winslet'], 'Plot': ['star crossed lovers who are passengers a doomed voyage']}"
