Sentence,NER
LONDON 1996-08-30,{'I-LOC': ['LONDON']}
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice, Britain's Sun newspaper reported on Friday.","{'I-PER': ['Frank Bruno'], 'I-LOC': ['Britain'], 'I-ORG': ['Sun']}"
"An eye specialist told the 35-year-old Bruno that he could be blinded in one eye if he boxed again, the newspaper said.",{'I-PER': ['Bruno']}
"The Briton, who lost his World Boxing Council (WBC) title to Mike Tyson in March, said : ""I was in shock as soon as he told me and it still has n't really sunk in.","{'I-MISC': ['Briton'], 'I-ORG': ['World Boxing Council', 'WBC'], 'I-PER': ['Mike Tyson']}"
"""I never wanted to end like this but at the end of the day I 'm glad I had a good innings.""",{}
"Bruno, for years one of Britain's most popular sportsmen, had hoped to have another shot at the world title and had been in training until a routine eye test on Monday highlighted a problem with his right eye.","{'I-PER': ['Bruno'], 'I-LOC': ['Britain']}"
"Professor David McLeod, who examined Bruno, told the Sun : ""There is a risk he could be blinded in the eye if he steps into the ring again.","{'I-PER': ['David McLeod', 'Bruno'], 'I-ORG': ['Sun']}"
"He is in danger of getting a retinal detachment and there is no point in exposing himself to that. """,{}
Bruno lost three world title fights before finally landing the crown by beating American Oliver McCall in a unanimous points decision at Wembley in September 1995.,"{'I-PER': ['Bruno', 'Oliver McCall'], 'I-MISC': [['American']], 'I-LOC': ['Wembley']}"
He was only the third Briton ever to hold a world heavyweight title.,{'I-MISC': ['Briton']}
But Bruno lost the title on his first defence when he fought American Tyson in Las Vegas.,"{'I-PER': ['Bruno', 'Tyson'], 'I-MISC': [['American']], 'I-LOC': ['Las Vegas']}"
Bruno suffered a cut eye in the opening round and the referee stopped the fight in the third as the Briton crumbled under a flurry of punches.,"{'I-PER': ['Bruno'], 'I-MISC': ['Briton']}"
-DOCSTART-,{}
Soccer - McCarthy names team to play Liechtenstein.,"{'I-PER': ['McCarthy'], 'I-LOC': ['Liechtenstein']}"
DUBLIN 1996-08-30,{'I-LOC': ['DUBLIN']}
Irish soccer manager Mick McCarthy on Friday announced the team to play Liechtenstein in Saturday's World Cup qualifying match.,"{'I-MISC': ['Irish', 'World Cup'], 'I-PER': ['Mick McCarthy'], 'I-LOC': ['Liechtenstein']}"
"Birmingham's Gary Breen was selected ahead of Phil Babb in defence, while 18-year-old Ian Harte makes his international competitive debut.","{'I-ORG': ['Birmingham'], 'I-PER': ['Gary Breen', 'Phil Babb', 'Ian Harte']}"
Keith O'Neill of Norwich City joins Niall Quinn up front.,"{'I-PER': [""Keith O'Neill"", 'Niall Quinn'], 'I-ORG': ['Norwich City']}"
The team is as follows :,{}
"Given, Breen, Staunton, Irwin, McAteer, Harte, McLoughlin, Houghton, Townsend, Quinn, O'Neill.","{'I-PER': ['Given', 'Breen', 'Staunton', 'Irwin', 'McAteer', 'Harte', 'McLoughlin', 'Houghton', 'Townsend', 'Quinn', ""O'Neill""]}"
-- Dublin Newsroom +353 1 676 9779,{'I-ORG': ['Dublin Newsroom']}
-DOCSTART-,{}
Nigerian thieves hire police truck to carry loot.,{'I-MISC': ['Nigerian']}
LAGOS 1996-08-30,{'I-LOC': ['LAGOS']}
"A gang of thieves in eastern Nigeria paid a police corporal to carry off eight air conditioners they had just stolen, the national news agency reported on Friday.",{'I-LOC': ['Nigeria']}
"""Little did I know I was dealing with robbers,"" the News Agency of Nigeria quoted the unnamed corporal as saying.",{'I-ORG': ['News Agency of Nigeria']}
"He admitted to having been paid 3,000 naira ($ 37.50) for his services in transporting the loot valued at 300,000 naira ($ 3,750).",{}
"Police in the town of Uyo said the corporal had been arrested, while the air conditioners had been returned to their rightful owner.",{'I-LOC': ['Uyo']}
They did not comment on the whereabouts of the thieves.,{}
($ 1=80 naira),{}
-DOCSTART-,{}
East Dries miners fail to report for work.,{'I-ORG': ['East Dries']}
JOHANNESBURG 1996-08-30,{'I-LOC': ['JOHANNESBURG']}
"Workers at Driefontein Consolidated Ltd's east gold mine have failed to report for work since Wednesday night, mine managers Gold Fields of South Africa Ltd said on Friday.","{'I-ORG': ['Driefontein Consolidated Ltd', 'Gold Fields of South Africa Ltd']}"
"""Discussions with employee and union representatives are continuing,"" the company said in a statement.",{}
It gave no further details.,{}
At least 17 miners have been killed in labour unrest -- sparked by ethnic differences -- at Driefontein Consolidated and Gold Fields' Kloof Gold Mining Co this month.,"{'I-ORG': [""Driefontein Consolidated and Gold Fields ' Kloof Gold Mining Co""]}"
"-- Johannesburg newsroom, +27-11 482 1003",{'I-LOC': ['Johannesburg']}
-DOCSTART-,{}
Chad government closes university after protests.,{'I-LOC': ['Chad']}
N'DJAMENA 1996-08-30,"{'I-LOC': [""N'DJAMENA""]}"
"The government of Chad has closed N'Djamena University after two days of protests over grant arrears in which Education Minister Nagoum Yamassoum was held hostage for four hours, state radio said on Friday.","{'I-LOC': ['Chad'], 'I-ORG': [""N'Djamena University""], 'I-PER': ['Nagoum Yamassoum']}"
"""The minister and his colleagues who were held in the rector's office were freed thanks an intervention by gendarmes,"" one university official said.",{}
"""Angry students cut the telephone, water and electricity of the university offices before smashing the windows and breaking down the doors.""",{}
Paramilitary police detained more than 120 students in the protest.,{}
The students' union said second and third-year students were demanding four months of unpaid grants.,{}
"End-of-year examinations would go ahead on September 2 despite the closure, university officials said.",{}
-DOCSTART-,{}
Yeltsin endorses Lebed Chechnya peace plan - agency.,"{'I-PER': ['Yeltsin', ['Lebed']], 'I-LOC': ['Chechnya']}"
MOSCOW 1996-08-30,{'I-LOC': ['MOSCOW']}
"Russian Prime Minister Viktor Chernomyrdin said on Friday that President Boris Yeltsin, who is vacationing outside Moscow, had backed security chief Alexander Lebed's peace plan for Chechnya, Interfax news agency said.","{'I-MISC': ['Russian'], 'I-PER': ['Viktor Chernomyrdin', 'Boris Yeltsin', 'Alexander Lebed'], 'I-LOC': ['Moscow', 'Chechnya'], 'I-ORG': ['Interfax']}"
"""Lebed is now in Chechnya solving some problems,"" Interfax quoted Chernomyrdin as saying. ""","{'I-PER': ['Lebed', 'Chernomyrdin'], 'I-LOC': ['Chechnya'], 'I-ORG': ['Interfax']}"
The main thing is his programme.,{}
"It was agreed with Boris Nikolayevich (Yeltsin) yesterday. ""","{'I-PER': ['Boris Nikolayevich', 'Yeltsin']}"
"Lebed, whom Yeltsin ordered to restore peace in Chechnya, struck a military deal with separatist rebels last week ending the worst fighting in the region in more than a year.","{'I-PER': ['Lebed', 'Yeltsin'], 'I-LOC': ['Chechnya']}"
He later discussed with rebel chief-of-staff Aslan Maskhadov a framework political agreement to tackle the most painful issue of the 20-month war -- the future political status of Chechnya.,"{'I-PER': ['Aslan Maskhadov'], 'I-LOC': ['Chechnya']}"
Lebed said on Friday he hoped to sign a document with the rebels later in the day which would deal with the political settlement of the conflict.,{'I-PER': ['Lebed']}
"Moscow, which wants to keep Chechnya as a part of the Russian Federation, sent troops to the region in December 1994 to quell its independence bid.","{'I-LOC': ['Moscow', 'Chechnya', 'Russian Federation']}"
Yeltsin has said any deal should preserve Russia's territorial integrity.,"{'I-PER': ['Yeltsin'], 'I-LOC': ['Russia']}"
Itar-Tass news agency quoted Lebed as saying that he would suggest to the rebels that the decision on Chechnya's future political status be deferred by up to 10 years.,"{'I-ORG': ['Itar-Tass'], 'I-PER': ['Lebed'], 'I-LOC': ['Chechnya']}"
Lebed said he had a telephone conversation with Yeltsin late on Thursday but gave no details.,"{'I-PER': ['Lebed', 'Yeltsin']}"
Yeltsin's press office could not confirm the call.,{'I-PER': ['Yeltsin']}
"Chernomyrdin said on Thursday after a meeting with Lebed and top officials, who discussed Lebed's plans to restore peace in Chechnya, that it needed more work.","{'I-PER': ['Chernomyrdin', 'Lebed', 'Lebed'], 'I-LOC': ['Chechnya']}"
-DOCSTART-,{}
"Lebed, Chechens sign framework political deal.","{'I-PER': ['Lebed'], 'I-MISC': ['Chechens']}"
"KHASAVYURT, Russia 1996-08-31","{'I-LOC': ['KHASAVYURT', 'Russia']}"
"Russian peacemaker Alexander Lebed said he and rebel military leader Aslan Maskhadov agreed after overnight talks to defer the decision on whether Chechnya should be independent until December 31, 2001.","{'I-MISC': ['Russian'], 'I-PER': ['Alexander Lebed', 'Aslan Maskhadov'], 'I-LOC': ['Chechnya']}"
"""We just now signed a statement and attached the basic principles of relations between the Russian Federation and the Chechen Republic,"" Lebed told reporters after he and Maskhadov signed a package of documents.","{'I-LOC': ['Russian Federation', 'Chechen Republic'], 'I-PER': ['Lebed', 'Maskhadov']}"
He gave no further details.,{}
"""That 's it, the war is over,"" Lebed told reporters who witnessed the signing.",{'I-PER': ['Lebed']}
Lebed said he and Maskhadov agreed to defer by more than five years the painful issue of Chechnya's political status.,"{'I-PER': ['Lebed', 'Maskhadov'], 'I-LOC': ['Chechnya']}"
"""Then, with cool heads, calmly and soberly we will sort out our relations,"" Lebed said after the late-night signing ceremony in this settlement outside Chechnya's eastern border.","{'I-PER': ['Lebed'], 'I-LOC': ['Chechnya']}"
"Tens of thousands of people have died in the war, begun in late 1994 after Moscow sent troops to quell Chechnya's independence bid.","{'I-LOC': ['Moscow', 'Chechnya']}"
But Russia failed to win control over the whole of Chechnya and its troops suffered several humiliating defeats.,"{'I-LOC': ['Russia', 'Chechnya']}"
President Boris Yeltsin ordered Lebed to restore peace in Chechnya and gave him unspecified sweeping powers to carry out the mission.,"{'I-PER': ['Boris Yeltsin', 'Lebed'], 'I-LOC': ['Chechnya']}"
Prime Minister Viktor Chernomyrdin said on Friday that Yeltsin backed a package of proposals Lebed took to the talks.,"{'I-PER': ['Viktor Chernomyrdin', 'Yeltsin', 'Lebed']}"
-DOCSTART-,{}
Ruling Moslem party ends vote boycott.,{'I-MISC': ['Moslem']}
SARAJEVO 1996-08-30,{'I-LOC': ['SARAJEVO']}
"Bosnia's ruling Moslem nationalist party on Friday called on its refugee voters to end a boycott of absentee balloting in national elections, citing assurances provided by a U.S. envoy, government radio said.","{'I-LOC': ['Bosnia', 'U.S.'], 'I-MISC': ['Moslem']}"
"The Bosnian government radio broadcast said U.S. Assistant Secretary of State John Kornblum had reassured SDA officials, including presumably its leader, Bosnian President Alija Izetbegovic, whom he met during a Friday visit.","{'I-MISC': ['Bosnian', 'Bosnian'], 'I-LOC': ['U.S.'], 'I-PER': ['John Kornblum', 'Alija Izetbegovic'], 'I-ORG': ['SDA']}"
"But the radio report did not specify what guarantees, if any, the U.S. envoy had provided.",{'I-LOC': ['U.S.']}
"Absentee voting in the elections began on Wednesday, August 28 and runs for a week.",{}
Election day for those living inside Bosnia is September 14.,{'I-LOC': ['Bosnia']}
"The Party of Democratic Action (SDA) had called on Wednesday for its followers abroad to boycott the absentee balloting because of voter registration irregularities, especially among Serb refugees.","{'I-ORG': ['Party of Democratic Action', 'SDA'], 'I-MISC': ['Serb']}"
The Organisation for Security and Cooperation in Europe (OSCE) postponed municipal elections as a result of the irregularities but decided to proceed with voting for higher offices.,"{'I-ORG': ['Organisation for Security and Cooperation in Europe', 'OSCE']}"
"The SDA, joined by two other parties, has been demanding that OSCE prohibit refugees voting from any place other than their pre-war place of residence as a means to prevent the elections from ratifying the results of ethnic cleansing.","{'I-ORG': ['SDA', 'OSCE']}"
-DOCSTART-,{}
Belgrade airport runway repairs Sept 21-26-agency.,{'I-LOC': ['Belgrade']}
BELGRADE 1996-08-30,{'I-LOC': ['BELGRADE']}
"Belgrade's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26, the Yugoslav news agency Tanjug reported late on Friday.","{'I-LOC': ['Belgrade', 'Aerodrom Beograd'], 'I-MISC': ['Yugoslav'], 'I-ORG': ['Tanjug']}"
"""During the works, all flights will be re-routed to the nearby airport in Batajnica, with no change in schedules,"" Tanjug quotes Belgrade airport General Director Ljubomir Acimovic as saying.","{'I-LOC': ['Batajnica', 'Belgrade'], 'I-ORG': ['Tanjug'], 'I-PER': ['Ljubomir Acimovic']}"
"The airport in Surcin will continue to carry out all other activities and has secured enough buses to transport passengers to Batajnica, Acimovic said.","{'I-LOC': ['Surcin', 'Batajnica'], 'I-PER': ['Acimovic']}"
"The value of maintenance works, which will last 120 hours straight, is 20 million dinars and the funds have been secured by Belgrade airport, Tanjug said.","{'I-LOC': ['Belgrade'], 'I-ORG': ['Tanjug']}"
"The Batajnica airport will take over complete air traffic control during this period, Federal Air Traffic Control Administration Director Branko Bilbija said.","{'I-LOC': ['Batajnica'], 'I-ORG': ['Federal Air Traffic Control Administration'], 'I-PER': ['Branko Bilbija']}"
"-- Amra Kevic, Belgrade newsroom +381 11 2224305","{'I-PER': ['Amra Kevic'], 'I-LOC': ['Belgrade']}"
-DOCSTART-,{}
Top Belarus politician blasts president.,{'I-LOC': ['Belarus']}
Larisa Sayenko,{}
MINSK 1996-08-30,"{'I-PER': [['Larisa', 'Sayenko']], 'I-LOC': ['MINSK']}"
A senior Belarus politician accused President Alexander Lukashenko on Friday of attempting to set up a dictatorship in the former Soviet republic.,"{'I-LOC': ['Belarus'], 'I-PER': ['Alexander Lukashenko'], 'I-MISC': ['Soviet']}"
"The speaker of the Belarus parliament, Semyon Sharetsky, told Reuters that a draft constitution, due to be put to a national referendum on November 7, would dangerously increase the powers of the ruler.","{'I-LOC': ['Belarus'], 'I-PER': ['Semyon Sharetsky'], 'I-ORG': ['Reuters']}"
"""The world community should not be indifferent to the fact that President Lukashenko, who leads this European state of 10 million people, is trying to establish a dictatorship with his new constitution,"" Sharetsky said.","{'I-PER': ['Lukashenko', 'Sharetsky'], 'I-MISC': ['European']}"
The new constitution calls for a two-chamber parliament with a 110-seat majority-elected house of representatives and a regionally-represented senate with a third of its members named by the president.,{}
"Lukashenko's aides shrugged off Sharetsky's charge. ""","{'I-PER': ['Lukashenko', 'Sharetsky']}"
"If there was a dictatorship they would n't have the right to say things like this, ""Sergei Posukhov, Lukashenko's political adviser, told Reuters.","{'I-PER': ['Sergei Posukhov', 'Lukashenko'], 'I-ORG': ['Reuters']}"
"""The people have asked us to establish order and that 's our main aim.""",{}
"Lukashenko, 41, won presidential polls in 1994 on promises to restore order, fight corruption and repair the strong links with Russia that were disrupted by the collapse of the Soviet Union.","{'I-PER': ['Lukashenko'], 'I-LOC': ['Russia', 'Soviet Union']}"
"But during his period in office he has battled against nationalist opponents, trade unions and parliament and Sharetsky said the current parliament was ready to try to impeach him.",{'I-PER': ['Sharetsky']}
"""This constitution, which has been prepared in secret, aims to gather all power in one man's hands,"" he said. """,{}
"We should not be fooled by his quasi-democratic rhetoric and his methods, like this referendum. """,{}
Lukashenko signed a pact with Moscow in April to create a strong economic and political union which he believes could grow into a federation.,"{'I-PER': ['Lukashenko'], 'I-LOC': ['Moscow']}"
"But nationalist groups, scared by the prospect of renewed Moscow domination and Russia's backing for Lukashenko, protested against the deal.","{'I-LOC': ['Moscow', 'Russia'], 'I-PER': ['Lukashenko']}"
Lukashenko responded by cracking down on the nationalist opposition and jailing nearly 200 people for taking part in demonstrations against the pact.,{'I-PER': ['Lukashenko']}
"The United States last week granted political asylum to two opposition leaders, Zenon Poznyak and Sergei Naumchik.","{'I-LOC': ['United States'], 'I-PER': ['Zenon Poznyak', 'Sergei Naumchik']}"
-DOCSTART-,{}
Tajik troops now control devastated town.,{'I-MISC': ['Tajik']}
Yuri Kushko,{}
"TAVILDARA, Tajikistan 1996-08-30","{'I-PER': [['Yuri', 'Kushko']], 'I-LOC': ['TAVILDARA', 'Tajikistan']}"
"Tajik government troops now control of the strategically vital town of Tavildara after driving out Islamic rebels, but sporadic gunfire still echoed in the nearby Pamir mountains on Friday.","{'I-MISC': ['Tajik', 'Islamic'], 'I-LOC': ['Tavildara', 'Pamir']}"
"The commander-in-chief of Tajikistan's armed forces, Major-General Nikolai Sherbatov, took a group of journalists by helicopter to the remote, and now devastated, town to show that his forces held it.","{'I-LOC': ['Tajikistan'], 'I-PER': ['Nikolai Sherbatov']}"
"He said his troops took Tavildara without casualties on August 23, but the crack of sniper and machinegun fire revealed the presence of opposition fighters in the surrounding mountains.",{'I-LOC': ['Tavildara']}
Sherbatov said the rebels were located about three km (two miles) east of Tavildara around the village of Layron.,"{'I-PER': ['Sherbatov'], 'I-LOC': ['Tavildara', 'Layron']}"
"Tavildara, 200 km (120 miles) east of the capital Dushanbe, was in ruins.","{'I-LOC': ['Tavildara', 'Dushanbe']}"
Shells had smashed roofs and windows and empty shell cases littered the streets.,{}
The town straddles a strategically important road linking government and rebel-held territory and has fallen succesively to both sides in a bloody tug-of-war which began last February.,{}
"Tajikistan, which borders Afghanistan and China, has been split by a dragging four-year conflict after a civil war between communists and a frail coalition of Islamic and liberal groups.","{'I-LOC': ['Tajikistan', 'Afghanistan', 'China'], 'I-MISC': ['Islamic']}"
"Tens of thousands of people have been killed and many more have been displaced in the fighting, which breached a shaky United Nations-sponsored ceasefire.",{'I-MISC': ['United Nations-sponsored']}
"Tavildara is now apparently inhabited only by a few old men, women and their grubby, barefoot children.",{'I-LOC': ['Tavildara']}
Fruit remained on the trees as there was no one to pick it.,{}
"""Help me, help me,"" said a chorus of women begging soldiers for food.",{}
The town's school and a shop doubling as a warehouse for humanitarian aid were destroyed in the fighting.,{}
"""We had to build our own earth shelters to survive the fighting,"" said Rajab Adinayev, a bearded elderly Tajik in a long white shirt.","{'I-PER': ['Rajab Adinayev'], 'I-MISC': ['Tajik']}"
"Although shy in front of the government soldiers, several inhabitants accused government forces of widespread looting of homes and livestock.",{}
They also said rebel fighters had looted medicines from the local hospital.,{}
"One elderly man, who declined to give his name, said two of his sons were now refugees in Moscow and the other two had left to fight for the opposition.",{'I-LOC': ['Moscow']}
"He also said government soldiers had raped the wife of one of his sons. """,{}
"It 's not important who holds this town, we just need to stop the war, ""he said.",{}
-DOCSTART-,{}
Polish Foreign Minister to visit Yugoslavia.,"{'I-MISC': ['Polish'], 'I-LOC': ['Yugoslavia']}"
WARSAW 1996-08-30,{'I-LOC': ['WARSAW']}
"Poland's Foreign Minister Dariusz Rosati will visit Yugoslavia on September 3 and 4 to revive a dialogue between the two governments which was effectively frozen in 1992, PAP news agency reported on Friday.","{'I-LOC': ['Poland', 'Yugoslavia'], 'I-PER': ['Dariusz Rosati'], 'I-ORG': ['PAP']}"
"During Rosati's trip the two countries will sign an agreement on mutual protection of investments and a note easing conditions on the granting of visas, the agency quoted Foreign Ministry officials as saying.","{'I-PER': ['Rosati'], 'I-ORG': ['Foreign Ministry']}"
The Federal Republic of Yugoslavia is the only country of the former Yugoslavia where Poles currently require visas.,"{'I-LOC': ['Federal Republic of Yugoslavia', 'Yugoslavia'], 'I-MISC': ['Poles']}"
They are also to clinch protocols on culture and understanding between the two foreign ministries.,{}
"Rosati will meet Serbian President Slobodan Milosevic and Yugoslav politicians in Belgrade, before visiting Montenegro.","{'I-PER': ['Rosati', 'Slobodan Milosevic'], 'I-MISC': ['Serbian', 'Yugoslav'], 'I-LOC': ['Belgrade', 'Montenegro']}"
"Poland revived diplomatic ties at ambassadorial level with Yugoslavia in April but economic links are almost moribund, despite the end of a three-year U.N. trade embargo imposed to punish Belgrade for its support of Bosnian Serbs.","{'I-LOC': ['Poland', 'Yugoslavia', 'Belgrade'], 'I-ORG': ['U.N.'], 'I-MISC': ['Bosnian Serbs']}"
Poland is seeking pacts on avoiding double taxation and wants cooperation in fighting crime.,{'I-LOC': ['Poland']}
-DOCSTART-,{}
Yeltsin visits wife Naina in hospital - Interfax.,"{'I-PER': ['Yeltsin', 'Naina'], 'I-ORG': ['Interfax']}"
MOSCOW 1996-08-30,{'I-LOC': ['MOSCOW']}
"Russian President Boris Yeltsin visited his wife Naina in hospital on Friday evening, Interfax news agency quoted spokesman Sergei Yastrzhembsky as saying.","{'I-MISC': ['Russian'], 'I-PER': ['Boris Yeltsin', 'Naina', 'Sergei Yastrzhembsky'], 'I-ORG': ['Interfax']}"
Naina Yeltsin had a kidney operation last Saturday.,{'I-PER': ['Naina Yeltsin']}
"Earlier Russian news reports had said Yeltsin's children and grandchildren had visited the Russian first lady but they said only that Yeltsin, on vacation outside Moscow, had spoken to her by telephone.","{'I-MISC': ['Russian', 'Russian'], 'I-PER': ['Yeltsin', 'Yeltsin'], 'I-LOC': ['Moscow']}"
"""Naina Yeltsin looks well, she is active, she is clearly getting better,"" Yastrzhembsky quoted Yeltsin as saying.","{'I-PER': ['Naina Yeltsin', 'Yastrzhembsky', 'Yeltsin']}"
"Naina Yeltsin is recovering in Moscow's Central Clinical Hospital, where the president himself was treated twice last year for heart attacks.","{'I-PER': ['Naina Yeltsin'], 'I-LOC': ['Moscow', 'Central Clinical Hospital']}"
"Yeltsin, 65, has been seen only rarely since he was elected for a second term in office on July 3, although his aides have denied a string of rumours that he has been taken ill again.",{'I-PER': ['Yeltsin']}
Yastrzhembsky said Yeltsin had travelled from the hospital to spend the night at the Barvikha sanatorium outside Moscow.,"{'I-PER': ['Yastrzhembsky', 'Yeltsin'], 'I-LOC': ['Barvikha', 'Moscow']}"
"He was likely to return on Saturday to his holiday resort, a hunting lodge some 100 km (60 miles) from Moscow.",{'I-LOC': ['Moscow']}
-DOCSTART-,{}
"Lebed, Chechens start peace talks.","{'I-PER': ['Lebed'], 'I-MISC': ['Chechens']}"
"KHASAVYURT, Russia 1996-08-30","{'I-LOC': ['KHASAVYURT', 'Russia']}"
Russian peacemaker Alexander Lebed and Chechen separatist military leader Aslan Maskhadov started a new round of peace talks on Friday in this settlement just outside the rebel region.,"{'I-MISC': ['Russian', 'Chechen'], 'I-PER': ['Alexander Lebed', 'Aslan Maskhadov']}"
"Lebed, who flew into Chechnya earlier in the day, said he hoped to sign a framework agreement on a political settlement of the 20-month conflict in which tens of thousands of people have died.","{'I-PER': ['Lebed'], 'I-LOC': ['Chechnya']}"
Neither Lebed nor Maskhadov made any statement before the talks.,"{'I-PER': ['Lebed', 'Maskhadov']}"
-DOCSTART-,{}
Russian judge stabbed to death over $7 fine.,{'I-MISC': ['Russian']}
MOSCOW 1996-08-30,{'I-LOC': ['MOSCOW']}
"A Moscow street vendor stabbed to death a woman judge in a city court on Friday after she fined him the equivalent of seven dollars for trading illegally, Interfax news agency said.","{'I-LOC': ['Moscow'], 'I-ORG': ['Interfax']}"
"Interfax said Judge Olga Lavrentyeva, 28, on Thursday ordered the confiscation of several overcoats, suits and shirts which vendor Valery Ivankov, 41, was illegally trading on Moscow streets and fined him 38,000 roubles (seven dollars).","{'I-ORG': ['Interfax'], 'I-PER': ['Olga Lavrentyeva', 'Valery Ivankov'], 'I-LOC': ['Moscow']}"
"The next morning, Ivankov appeared in the courtroom and stabbed Lavrentyeva.","{'I-PER': ['Ivankov', 'Lavrentyeva']}"
The judge died later in hospital.,{}
Interfax quoted Levrentyeva's colleagues as saying that judges were generally unprotected against criminal attacks.,"{'I-ORG': ['Interfax'], 'I-PER': ['Levrentyeva']}"
-DOCSTART-,{}
Cofinec plunges on H1 results.,{'I-ORG': ['Cofinec']}
Emese Bartha,{}
BUDAPEST 1996-08-30,"{'I-PER': [['Emese', 'Bartha']], 'I-LOC': ['BUDAPEST']}"
"Shares of France-registered printed packaging company Cofinec S.A. plunged sharply on the Budapest Stock Exchange (BSE) on Friday, despite a mostly reassuring forecast by the group.","{'I-MISC': ['France-registered'], 'I-ORG': ['Cofinec S.A.', 'Budapest Stock Exchange', 'BSE']}"
"Cofinec's Global Depositary Receipts (GDRs) opened at 5,200 forints on the BSE, down 600 from Thursday's close, following the release of its first half results this morning.","{'I-ORG': ['Cofinec'], 'I-MISC': ['BSE']}"
"Cofinec CEO Stephen Frater told reporters in a conference call from Vienna on Friday before the opening of the bourse that he expects a stronger second half, although the group will not be able to achieve its annual profit goal.","{'I-ORG': ['Cofinec'], 'I-PER': ['Stephen Frater'], 'I-LOC': ['Vienna']}"
"""We will not achieve the full 37 million French franc (net) profit forecast,"" Frater said. ""","{'I-MISC': ['French'], 'I-PER': ['Frater']}"
"Obviously, we cannot make up the unexpected decrease that has been experienced in the first half of the year. """,{}
"Frater declined to give a forecast for the full year, ahead of a supervisory board meeting next week.",{'I-PER': ['Frater']}
"Cofinec, the first foreign company to list on the Budapest bourse, released its consolidated first half figures (IAS) this morning.","{'I-ORG': ['Cofinec'], 'I-LOC': ['Budapest']}"
"In the conference call, Frater said he regarded Cofinec GDRs -- which are trading below their issue price of 6,425 forints -- as a buying opportunity.","{'I-PER': ['Frater'], 'I-ORG': ['Cofinec']}"
"""Obviously, at some point it represents a buying opportunity,"" Frater said. """,{'I-PER': ['Frater']}
"I think the reality is that we operate in emerging markets, emerging markets tend to be more volatile. """,{}
"""My message is that the fundamental strategy of the company, its fundamental market position has not changed.""",{}
"The group, which operates in Hungary, Poland and the Czech Republic, reported an operating profit before interest of 21.8 million French francs compared to 34.1 million in the same six months of 1995.","{'I-LOC': ['Hungary', 'Poland', 'Czech Republic'], 'I-MISC': ['French']}"
"Net profit for the January-June 1996 period was 2.1 million French francs, down from 10.3 million in the first six months of 1995, with the bulk of this decline attributable to the performance of Petofi, one of its Hungarian units.","{'I-MISC': ['French', 'Hungarian'], 'I-ORG': ['Petofi']}"
Cofinec said Petofi general manager Laszlo Sebesvari had submitted his resignation and will be leaving Petofi but will remain on Petofi's board of directors.,"{'I-ORG': ['Cofinec', 'Petofi', 'Petofi', 'Petofi'], 'I-PER': ['Laszlo Sebesvari']}"
"""Until a new general manager of Petofi is appointed ...",{'I-ORG': ['Petofi']}
"I will in fact move to Kecskemet (site of Petofi printing house) for the interim and will serve as acting chief executive officer of Petofi, ""Frater said.","{'I-LOC': ['Kecskemet'], 'I-ORG': ['Petofi', 'Petofi'], 'I-PER': ['Frater']}"
-- Budapest newsroom (36 1) 327 4040,{'I-LOC': ['Budapest']}
-DOCSTART-,{}
Romania cen bank one-week rate rises to 50.19 pct.,{'I-LOC': ['Romania']}
BUCHAREST 1996-08-30,{'I-LOC': ['BUCHAREST']}
The National Bank of Romania (BNR) said its one-week refinancing rate has been lifted this week to 50.19 percent from 49 percent after two banks bids' exceeded its offer at Thursday's auction.,"{'I-ORG': ['National Bank of Romania', 'BNR']}"
"The two banks entered bids totalling 497.5 billion lei at rates ranging from 49 to 51 percent, against the BNR's offer of 420 billion lei.",{'I-ORG': ['BNR']}
"Traders said that over the past few days the two major banks, keen to meet minimum reserve targets, also chased funds on the money market, being ready to gulp short-term money at rates up to 49 percent.",{}
Other banks traded one-week rates near 48 percent.,{}
-- Bucharest Newsroom 40-1 3120264,{'I-ORG': ['Bucharest Newsroom']}
-DOCSTART-,{}
Potent landmines found near Colombian presidency.,{'I-MISC': ['Colombian']}
"BOGOTA, Colombia 1996-08-30","{'I-LOC': ['BOGOTA', 'Colombia']}"
"Eight claymore mines fitted with powerful C-4 plastic explosives were found stashed in a real estate office on Friday located about two blocks from Colombia's presidential palace, police said.",{'I-LOC': ['Colombia']}
"""These are powerful weapons,"" a spokesman with the Municipal Police told Reuters by telephone, adding that police had not ruled out a possible terrorist attack on the ornate Casa de Narino presidential palace in Bogota's historic downtown area.","{'I-ORG': ['Municipal Police', 'Reuters'], 'I-LOC': ['Casa de Narino', 'Bogota']}"
"""They could cause serious damage as much as 500 meters (yards) away from wherever they were detonated,"" the spokesman added.",{}
He said police backed by explosive experts were combing the area in search of other possible weapons or explosive devices.,{}
The police spokeman said plastic explosive like C-4 is not a normal component in claymore mines.,{}
"But he said the eight mines seized by police had been ""specially adapted.""",{}
"The spokesman declined further comment, except to say that two women and a man identified as a lawyer had been arrested in connection with the landmines.",{}
-DOCSTART-,{}
Assault charges dropped against Surinam ex-rebel.,{'I-LOC': ['Surinam']}
"PARAMARIBO, Surinam 1996-08-30","{'I-LOC': ['PARAMARIBO', 'Surinam']}"
"Flamboyant former Surinamese guerrilla leader Ronny Brunswijk walked free on Friday after charges of attempted murder were dropped, police said.","{'I-MISC': ['Surinamese'], 'I-PER': ['Ronny Brunswijk']}"
